recap_row_id,mark_recap_id,mark_code,fork_length,count,dead
{AB05C4D4-1D8B-4064-B3FD10240D04E74A},{AC20A86B-801F-4424-84CBA6B2DBE3A519},B,35,1,No
{AB09213E-9BD6-4C80-A5FAE95C13CFF6A4},{C7596D39-9C2A-4EB2-B354E782AF8E27D2},B,38,1,No
{AB1BAEFA-10D8-4612-9AEFDBF94E008547},{5B470198-A33B-478D-9D2FD2BECFBA7454},B,35,1,No
{AB4A324E-9EAE-4E68-BDD2EA4DB848F0C9},{B10058FE-B5D5-4C22-A0E8A4D471F7CAEE},B,38,6,No
{AB8751CA-B633-4D24-918EC074EF33C3E7},{B50CA57D-037C-4D91-8185B62AE5AFA9BF},B,36,1,No
{AB895EBC-0AA7-40A7-AAF0CF830FE55FB5},{BD6A7D34-B465-46F6-8177D45478764112},B,39,4,No
{AB8A1D72-D9F6-4DC9-9A36CBB6653D7232},{9D4D8C46-9B56-455C-84282F2C37A147C7},B,34,2,No
{AB8E03B3-5FDC-441A-8728EE57CDD69FC1},{5797E450-EB8A-4E8A-B82F01DA5BE074FF},B,40,1,No
{AB96FB62-37F9-4F18-9CD54FE44E8C5347},{1DB33523-2EAD-4E14-9449136B39B3A786},B,33,1,No
{ABD35BCE-76F0-475B-9E9D331CEEC9FF31},{C6EDA0A3-6112-4ABC-BE4D2AD9F546F3C4},B,36,1,No
{ABFE38EC-11C7-4147-BA1AF9279DF4E8C1},{3C14777E-9984-4121-8E682BA9B93D343E},B,39,2,No
{AC1B81E1-BF84-482C-BC1C2F940908A33B},{BBFA0E56-AD8E-4391-9E75A2E34D4AB97E},B,37,1,No
{AC289617-2A41-4B2D-B89514CA7A84966F},{D76AA8C2-92FF-46C2-812873E1AFC20030},B,36,3,No
{AC28F94E-C6FA-4120-8756011127463561},{6C5FF566-E5C5-4B4C-A9910B4181438B36},BB,39,1,No
{AC35B2BC-6065-4C94-8006030A128F5F36},{6A1B9808-B4BA-449B-99B5EF90970B1A2A},B,38,1,No
{AC4060C3-A5C5-4428-AB15A2E7F7613D1B},{C873E5A1-3D5A-4E2C-8DA53C551C0916AC},B,39,3,No
{AC559A5A-06B0-4D0A-B0E14A8858269274},{2007FB31-FF55-4632-AEB0F7F5DE71C256},B,35,1,No
{AC7BAE92-6507-4636-B330E8EF7AC2686F},{DA3103D1-E385-4B90-81992643DEA049AE},B,39,1,No
{AC8E7F54-6875-4375-B2269E2FE9B4E825},{F8E2EB58-7176-4FDD-8D04447820067C5D},B,71,1,Yes
{AC9331BB-73E8-4BD1-86B5F47219F6F917},{C6EDA0A3-6112-4ABC-BE4D2AD9F546F3C4},B,34,1,No
{AC9F34A3-D4C8-4AF0-A112F2279E149B70},{0C378336-4602-4143-9E71659B571E4581},B,38,1,No
{ACA11EB5-B78C-48E4-A99CEA1A0A4120E7},{5797E450-EB8A-4E8A-B82F01DA5BE074FF},B,36,1,No
{ACBA80CE-12B8-4FFA-BB3F99EC5953F179},{D80CD78B-7E48-4F84-B2D5FD88E7551FCF},B,35,2,No
{ACC2F8FE-8F87-4EB8-91D6F710E68F5EBE},{E4306C1F-5514-4F8A-B59272611A1F3ABA},B,36,1,No
{AD0F3C63-87E3-48E4-AEB781F3550BD105},{327949FB-AAF1-42FC-A0D2A32868AC6566},BB,36,1,No
{AD17301C-AF35-4114-8CFA838983ABF121},{60BEE277-9D1E-45D5-BBB0BFE527299377},B,92,1,No
{AD1B6C7E-ED67-4989-91429D9C3C3886E4},{A95D73F5-DE56-40F1-94AE35B81EAFBAAF},B,37,2,No
{AD1D80FD-E764-49DC-A2BB5542BDBB04E7},{A66E701A-2BD5-4BEC-9B8DF65D34D326E8},B,32,2,No
{AD2F85C9-63D8-43A0-A6B1B7E55E80DFF2},{B66E1685-DC06-4198-A1D9F1C10EA0821A},B,34,1,No
{AD430661-50EA-4525-834A5861B4FA1FBB},{6BC407C1-3052-451E-8B10387FBE944EBF},BB,38,1,No
{AD607F9A-9253-43F9-A5FA6BDC7857B048},{F155F89F-C412-4C5B-834172D3F1B759CA},B,36,4,No
{AD77CFBB-6B9A-4F8B-87278EBAF9A5B90C},{BE3500E7-7EC5-49FF-8F71AAC1F9AE616D},B,33,2,No
{AD973270-683D-4AA3-A53BFD5979D39271},{AE94676A-EE84-41B8-8583A3B4E9739A70},B,34,1,No
{AD9A1EA1-1ABE-40B6-99874DF5455F14F5},{1C1B8156-EB44-4542-8EB57C52A2DAA1F4},B,36,1,No
{ADAB060C-A8D3-4FB5-85593C7C98519B91},{081A39E7-B516-4B7C-8EF1321103FEBA2A},B,38,1,No
{ADAE7474-660A-429B-A374A3E4EE73E073},{5E0081D3-21B1-445D-973285A66937ABAB},B,42,1,No
{ADB8F881-FB33-45D4-BA8B0A0208FE7BA3},{BE3500E7-7EC5-49FF-8F71AAC1F9AE616D},B,44,1,No
{ADC39585-5CEE-4FB7-AF24820732C541F7},{6EEEE149-5C94-46A9-90BC8030F849CA73},B,34,1,No
{ADD43149-715F-44BB-BD7828E103768DA4},{EAFAFBF0-BE77-4ECD-99F93E221A3EE1C2},B,34,1,No
{ADF250A0-CC6B-4B2C-B49AD2898FBE9FF8},{5797E450-EB8A-4E8A-B82F01DA5BE074FF},B,37,1,No
{AE0A5AD8-FC93-412C-B4365C751B441BB2},{A35215F4-9AA9-464B-9898FB4195E45A7C},B,40,1,No
{AE0F5AF1-0BA3-4867-9E2782A49BDCB204},{E8F06C36-3FCA-40D3-AC9352C9A710B3AE},B,36,1,No
{AE13BA1D-0B2F-4A3D-BCC397A3C9B47798},{80801AAE-027D-4481-ADF751F47FC117A2},B,38,1,No
{AE38A6F8-25E4-4DF7-9EDFCFA0D3FDDF98},{7A480F12-29D8-4512-8004BE64617D5B55},B,37,1,No
{AEA25436-8704-427B-A68D4461FF662A4B},{448DB7E8-0D80-4DBF-A0A6254CB5B2FD51},B,35,1,No
{AEB2FA59-21A2-46E2-A6073AD01C683031},{43658A38-9A7C-4FF6-B2253CE08A3433BC},B,37,1,No
{AEF09CF4-48CC-40BA-9A4CF42E55E028DD},{1B93B562-FB2C-440E-925DFBF278ACB57F},B,36,1,No
{AEF2428E-CA9C-4900-B6F973FDD637ECEA},{B66E1685-DC06-4198-A1D9F1C10EA0821A},B,38,1,No
{AEFB0048-BF6A-4948-889F56013A3FC733},{C2FC66EE-CD4C-458E-A0DB0BF7E6AF0058},B,38,1,No
{AF10F96A-5834-442D-9D8FF64A3C18E9E3},{56395BAC-CB2F-4F7C-97818BAA47681233},B,37,8,No
{AF11F5EB-9028-49E5-8FFEA15A5D8110C8},{5D62F728-1BC1-48F6-BC2EDA380B05948E},B,35,1,No
{AF12FE0A-2ECD-47F9-85E8DCFD7252361E},{D5C21B51-6D18-4B0C-BC6D8D303B798663},B,35,1,No
{AF1E5443-4815-4362-AD9E5823E04ABEAC},{2A6D3572-424B-41CE-864A2E61AE43BED2},B,35,1,No
{AF258FEE-921F-4E9F-BAB291D632902B1E},{2F8AC642-92DF-4300-A1368C3F43E719F5},B,35,1,No
{AF336BF3-97CE-48BB-B3933606D1A57865},{8B7F71B2-58CF-43BA-A6F58E815168CE6C},B,37,1,No
{AF371475-819F-4428-8B771B5547F080E8},{1EDD1DF3-C3DC-45C7-93A0A1976BFA4752},BB,36,1,No
{AF55CFBC-D2C5-4A51-BF0127369B861A88},{4BA54F4E-3598-499D-A4961862FD47365D},B,38,2,No
{AF757CCC-1AC5-4CE7-8E7AA51B9830CFAD},{31C8D6D1-6E1A-4966-9B8EA9E65FBD9F4E},B,37,1,No
{AF885E37-DD47-435A-9D155E30D971E677},{9D4D8C46-9B56-455C-84282F2C37A147C7},B,37,2,No
{AF8BB87D-91C8-4C74-954A0310B295548C},{C4707294-5A84-47F2-9CAC9ECC33CBE5C3},B,36,1,No
{AF974A8B-0365-4D6A-B781465626D88CF1},{9ED53318-0E58-4103-9D04DA71A2D9B0AC},B,56,1,No
{AF9A2498-2862-4DD9-9A2E49E904F66D22},{DC537AA2-79B8-4C3A-ACAD0100F6D0B183},B,38,1,No
{AFA80716-C977-410D-9046BE706DFAD5DD},{5797E450-EB8A-4E8A-B82F01DA5BE074FF},B,36,1,No
{AFD8BBAE-32F7-4D65-99A2DD5930CB7212},{8EC14A43-B4BD-44AC-8262A631B3BC467B},B,37,1,No
{AFDC7008-810B-4459-8FEE7B55600D98FC},{DB85B9D8-43D9-4D65-BA3D650E6DEC6DF5},B,38,1,No
{AFE12282-106C-4B40-9253A3BFF9BBA5B0},{38A8A124-F75F-4472-8FF51932928924AE},B,34,1,No
{AFE98F1F-0600-44EF-995A1116714EB34B},{729912A7-E88D-4E91-B1A2B18E0D0CA2CC},B,36,1,No
{AFEA73EB-2236-4EC3-84966B6AA59E75AA},{C6071EBE-6253-418D-B36574CBB0438785},B,78,1,No
{AFFF0839-E738-4392-9576153EB06B1DBD},{BD184B76-C827-4FF5-B2884FF1005D6E9C},B,38,1,No
{B013B630-38AE-4632-AE2C3102D3D1CD3D},{E14DE08A-55D5-489C-8546CDCF631481A5},B,34,2,No
{B02179C9-DD48-4515-B314E7CE3DADF641},{E2ECF414-888C-4B75-B700D99B585255C2},B,40,2,No
{B034D1B8-F22D-4232-AF009562979A4180},{EA0645B5-20F2-4B5D-954523FCE2A76744},B,37,1,No
{B0396623-F6E5-47F1-8D4B95583153DC19},{086B56E2-BAE1-4853-86D1799ACE595FC9},B,35,3,No
{B03D5A19-BF01-4481-9509BEB7AD327064},{8C585A6E-710E-4A8A-B498EADEC246BBEA},B,34,1,No
{B04EFCF0-A90D-4D18-9619726C58D42410},{80801AAE-027D-4481-ADF751F47FC117A2},B,37,1,No
{B057E00F-F0B6-4E9D-87077B035EC0755D},{FB3E6651-D259-4CD3-9AD4E25EB4B54AEE},B,35,1,Yes
{B0680DB4-FEAB-4371-BA2D6ACCC5A2C828},{8B7F71B2-58CF-43BA-A6F58E815168CE6C},B,36,1,No
{B08D5AB8-F43C-49E3-BB21C6BF37413F48},{2F134FC5-0D16-4B30-8F9C93976A165BFF},B,38,1,No
{B08EE508-F150-4D8E-9C13D5E2F138C5CA},{FB07169F-1DF2-47F0-A701D5B832A9A67F},B,51,1,No
{B0A98DCD-0A28-4556-A1CB946B2D4771EC},{D3435730-B51F-40C5-87B4DE68F34C4271},B,33,3,No
{B0ADB48E-6C8E-4E6A-93F6F30CC7B71A7C},{B21D19D1-7134-45BD-A2C9CE6A34E80933},B,37,1,No
{B0AF0165-5C1A-452C-B2BCD863C255C369},{132DC4A6-27A7-4C1F-8B2856F1D752C4F6},B,36,1,Yes
{B0BF7B1F-2CC0-4AB5-9CBFDEEF441CF59C},{3457C92E-D933-4A85-A34111E78F4CB76A},B,37,1,No
{B0C92145-4338-43EC-B8AB41A23E1CDB66},{B6987F61-FCDB-4D0E-BCA56FCCF5197263},B,35,2,No
{B0CFCC7A-D7D5-485D-BB340BB7EA804464},{B6198435-F2AA-41CD-BFA69CB01ABCA3E5},BB,36,1,No
{B0D4B21E-F88E-4C2B-B02AB3E51B1E4C2C},{EA0645B5-20F2-4B5D-954523FCE2A76744},B,37,1,No
{B10FFC1B-9799-4B39-B3F8BB9CC5AF511F},{8C585A6E-710E-4A8A-B498EADEC246BBEA},B,40,1,No
{B1170106-0FBA-42CA-9125A02576B1F52B},{F37BD3E9-B7E9-4B9D-BEA4798DA704077E},B,37,1,No
{B12006BF-F398-42EF-A928CA117A5226B0},{5797E450-EB8A-4E8A-B82F01DA5BE074FF},B,36,1,No
{B12AC632-8F17-496F-AFD10F411A89F471},{B66E1685-DC06-4198-A1D9F1C10EA0821A},B,38,1,No
{B1453056-DCB2-4D06-823C795DB5BE3C8B},{03A96D98-AEEB-456F-B6FD3F4B66FC1148},B,36,1,No
{B1500002-33BA-4D97-B36D7818908DF4D7},{275004CB-67B8-4568-801341FF25E19330},B,38,1,No
{B15C3326-3BD5-41B6-99DB0D5E50A0E701},{95F2CA65-BE33-421A-8F2CCF7EF21AD65D},B,37,2,No
{B183D4CD-4DE7-47E6-8B582AEF940DD25A},{EF5AB730-78A8-4E76-91CF322989EEC3ED},B,35,1,No
{B1C77BA4-E0AE-4143-8F9257AEA0CABA5B},{2439BF9B-D8BC-4591-A09E53B53893EBFF},B,36,1,No
{B1D564D8-5EB8-48B1-AB0FB7594A6A2298},{C7596D39-9C2A-4EB2-B354E782AF8E27D2},B,35,4,No
{B1F44F6F-CE10-4C0A-B26644AC5DC5EC62},{1D1A583C-E684-4FF4-B5AA9720317489EE},B,38,2,No
{B207B009-1C58-44B0-91A358A12A46EF49},{5C8DF740-B8EC-49A8-87CA5F6E9B3DB6C7},B,40,1,No
{B2161ED4-7439-4D59-80CC1ACD0686EC6F},{C6ECA064-921E-4DA3-9C1419D1A3A97369},B,37,1,No
{B23126AC-237B-45E4-B5415DC1589358C3},{37E0E3F5-DBAD-4F72-ADCB8B8A9B431337},B,45,1,No
{B2490D8C-2969-4138-AB51728CEA3AB8D8},{E24AE3F7-B097-403B-A34698FB36AD16B4},B,40,1,No
{B2502E6B-19DD-46DF-92076CF639B24A64},{1F9DAAC6-2860-4DC5-ADECF20B4B01B63E},B,35,1,No
{B2872287-F39B-4EC0-BD5319D103FCE545},{1E2C1CF1-4FA2-4FE0-97668FDCD10B8F9E},B,34,1,No
{B2ABDDDF-3488-487E-885E7B9D61F16747},{660D817B-5736-4943-9657EBB1D32EA06B},B,34,1,No
{B2B660CC-AE2B-4D09-9F81E26042FEDBEA},{7E24557B-B818-4537-8C2371A2BEBC62DA},B,38,2,No
{B2B989EE-4E2F-45F5-AE0AB730C83E99D5},{17C45696-DCE5-45CF-8A378C63EB338003},B,36,1,No
{B2F393D6-BEAF-4531-98C744D5E377E050},{5BD6BA45-E12E-43AB-9A1189A0118419AE},B,39,1,No
{B32CD499-5FD4-4BA4-8346EFFF21D261CD},{2625968C-AA06-4712-86F20A04AF557CAC},B,36,1,No
{B330B444-5BB0-44BC-9718B2D65D0F7074},{B1385A47-8D23-4E85-B75BB07D5F74041D},B,38,1,No
{B342008C-5DB4-4BDB-8283882F0CE7E7A3},{1B9ABAF8-B0A2-464D-8FF869480CA0FF7B},B,35,1,No
{B34A2B3A-0182-4900-8C945820A941A85B},{31C8D6D1-6E1A-4966-9B8EA9E65FBD9F4E},B,36,1,No
{B351F3E1-3B00-48D2-A5EB4AAC066A040A},{705E30DE-EF24-49C5-B6DF32DCD3573AF5},B,38,1,No
{B3573FF2-3944-4C00-A83E334269C365E7},{79C489DE-966E-41C7-9870502D16A949A2},B,37,1,No
{B3669CC7-E45C-4B13-94BAC33EE7923A64},{0965F4E4-4889-45B9-9223DE358C799328},B,34,1,No
{B36CAD5F-E31C-43FF-AF686B5E9FA47E10},{8EC06F10-B9B4-4669-8A3F76B87D221361},B,81,1,No
{B3C25FAA-FC1A-42E3-B5E2F1B5318EE8EE},{50FFF599-B1DA-4A18-895EE4C310806D50},B,39,4,No
{B3E27714-F543-4811-A198B91B50ED51D4},{B7869571-A4A4-4029-885D9D5B68C82234},B,35,1,No
{B3EC3358-6351-4BC8-89297B124F6B7BF6},{0965F4E4-4889-45B9-9223DE358C799328},B,36,1,No
{B3F733C7-0DED-47F9-8B81CF8CBEEDB0B2},{6CD5D749-57EA-4B20-89476D73AD5AC750},B,35,1,No
{B4193456-0F3D-49DA-87B1CE28AEFEF71F},{0F88874F-31CB-40C3-BAFF8619E7662820},B,33,3,No
{B41CD8C0-5AC3-41A0-A7C236C4AA1C8AAE},{AC4E8ED9-60FF-40DA-A754EF32525752DA},B,36,1,No
{B41CFD5A-F388-45AA-B7F287CF0ECBA53C},{1C1B8156-EB44-4542-8EB57C52A2DAA1F4},B,36,1,No
{B41E68CC-F52D-42B5-8B69536F2812AB8A},{EB67BFC6-06B1-4159-BA9E2AE27CE4B674},B,89,1,No
{B4548DFC-96B9-42D3-94F214F0005185B9},{6FFA1E21-C661-4D6B-860A2DBC07BBA8C0},B,38,1,No
{B45F02C0-CF18-41AA-90169C9696291358},{6A2A7CFF-B832-4E68-BE3136CFCCD136F8},B,35,1,No
{B466DEA4-A0DA-4177-96B85E89334F4E47},{E8B426F3-4B84-42B8-88585E24CBBFE0BA},B,36,3,No
{B476F997-E927-4F86-9A60536E664B3ABD},{DCBDA129-E467-48F2-BBCB2DC1425EAAF8},B,79,1,No
{B47BD0C0-540B-4E11-B527DECC8A087913},{8ECDF8B3-F75E-486D-A67B2F0D7F9C0DC3},B,37,5,No
{B48F1171-A234-4424-A05900A4F7CA2E95},{B66E1685-DC06-4198-A1D9F1C10EA0821A},B,34,1,No
{B494D89D-E154-4A73-A22FA6A8FB61CCEA},{1B93B562-FB2C-440E-925DFBF278ACB57F},B,34,1,No
{B497B24D-2373-4C3E-BBDB14407B941801},{8EC14A43-B4BD-44AC-8262A631B3BC467B},B,36,1,No
{B4CE0B6D-EFE7-49AA-A670BD8B6DD99F41},{38A8A124-F75F-4472-8FF51932928924AE},B,36,1,No
{B4F2E987-A219-45D6-B663F6B43D4A0D0D},{806CC38E-FA10-415A-8203635258F69567},B,36,1,No
{B4FE020D-81E2-4A11-A97D695D9EDE0B81},{47A87990-720E-484C-A3C215747E143D8E},B,34,1,No
{B4FE19A3-460A-4369-AB5043EECD8C5DC9},{FB3E6651-D259-4CD3-9AD4E25EB4B54AEE},B,37,1,No
{B513E507-07BE-427C-AD878DE232BDEE5C},{448DB7E8-0D80-4DBF-A0A6254CB5B2FD51},B,37,1,No
{B53D873A-2285-4DC5-AA683C6D0B8F9C85},{0CA1FB02-6366-4DC3-8B2D428DF4528794},B,39,1,No
{B55B3995-5E80-4A02-9E73058FB0BA8B2A},{0A4B9769-69FF-42C5-BB1BE23CF7FBB28B},B,35,1,No
{B56422D7-CA3C-4FB4-85AB5ADD1795DE61},{B10058FE-B5D5-4C22-A0E8A4D471F7CAEE},B,34,1,No
{B5709172-A80C-4981-BEBE8DA1F1E7F102},{3E7A3496-9B64-474E-85A6A1F7BE78B0BC},B,62,1,No
{B585A9E5-C22C-419E-9803CBFA291BF93C},{FB3E6651-D259-4CD3-9AD4E25EB4B54AEE},B,36,1,No
{B59526E2-E8ED-43DA-B9FA51352C69153C},{D5C21B51-6D18-4B0C-BC6D8D303B798663},B,38,1,No
{B5C47AE6-5DD2-41D3-85F8EE9EB96CB941},{5AD1D73A-2594-4846-8CEEB9C23F144873},B,38,1,No
{B5C89833-7FB1-4278-81F94C12EED60C56},{DC537AA2-79B8-4C3A-ACAD0100F6D0B183},B,51,1,No
{B5F052E9-7EA2-4EBF-A766A01574BE164D},{5797E450-EB8A-4E8A-B82F01DA5BE074FF},B,35,1,No
{B5F77FE2-CF99-4C28-823205D576AD4087},{8A4D0F36-A981-4FD9-9A4D0231797A3C72},B,33,2,No
{B62F55C6-18FC-46ED-AAAFCE0E9E72830B},{B66E1685-DC06-4198-A1D9F1C10EA0821A},B,34,1,No
{B641601E-4F25-424E-914C608C97F34E9A},{2F134FC5-0D16-4B30-8F9C93976A165BFF},B,34,1,No
{B659BC9D-C2FA-45A5-8ABFF08273416249},{4393A419-C978-4904-957B0CA43B14FA92},BB,37,1,No
{B6638398-11A4-4C22-AEB3CB909A2013DA},{33469AFA-F4DA-4CCD-B6E2E34E213B5DD5},B,37,1,No
{B66B91BB-5D08-4AF3-BC802C0415D8D2BB},{B21D19D1-7134-45BD-A2C9CE6A34E80933},B,37,1,No
{B6728F08-3309-4864-85353580ECF88D35},{DC537AA2-79B8-4C3A-ACAD0100F6D0B183},B,55,1,No
{B692358A-F66A-4618-85E1D4C107448C29},{5797E450-EB8A-4E8A-B82F01DA5BE074FF},B,38,1,No
{B6ACA1EF-45D7-4F4D-9EF21040D57719AE},{0F88874F-31CB-40C3-BAFF8619E7662820},B,34,4,No
{B6BE6F79-7095-4117-986E46318F5EE86E},{9314C647-3BA1-4F7D-A653F5EFA1855094},B,37,1,No
{B6C19CB0-01BF-4174-A51972A499A196FA},{25A11F64-EAB5-4220-AE90BDF20017227F},BB,37,1,No
{B6DE0D9A-0B44-4146-949409881A277486},{A66E701A-2BD5-4BEC-9B8DF65D34D326E8},B,36,5,No
{B7006FA6-A9B8-4575-B61470D1692F57B6},{5797E450-EB8A-4E8A-B82F01DA5BE074FF},B,37,1,No
{B7193B33-D931-4947-B2FDA6E94D5BFAE1},{472B341F-AB35-48AF-883C3084E1F0CAA0},B,37,2,No
{B734A704-CB37-4220-A7C871F547C10307},{5EA8B081-B738-4ABB-B66888AE0ACB1C72},B,35,2,No
{B749C739-4E1D-4AA7-A6A6240B7FA16B1A},{1B93B562-FB2C-440E-925DFBF278ACB57F},B,37,1,No
{B7653DA1-BE47-45C9-B88BA1F5220D3A5E},{8C585A6E-710E-4A8A-B498EADEC246BBEA},B,36,1,No
{B785C71A-EB8B-4223-A2F3131F1CA072A2},{319DFFEC-0846-4E5D-BAF03F2F9F1B6BEA},B,33,1,No
{B7929D3D-D359-49A2-9830B7D4DD7F5D02},{DB85B9D8-43D9-4D65-BA3D650E6DEC6DF5},B,37,1,No
{B79BC661-5DC7-4879-B1B757303AFA7A9B},{65B5796C-B597-439C-83320A689C8FA354},B,36,1,No
{B7B0B58B-7480-4269-80B2648EB8A3B0BC},{4849905D-6056-4CBC-BDF309E42E47140F},BB,0,4,No
{B7B7736F-D18B-41DD-A1F6C72234ACB540},{8C585A6E-710E-4A8A-B498EADEC246BBEA},B,38,1,No
{B7C47031-5FCD-4F13-946ECFBB0AC41960},{0C378336-4602-4143-9E71659B571E4581},B,37,1,No
{B7C60799-17DE-4CAD-A1941A64349CCD7A},{19EFB1A9-CE5B-4B31-8F0FD9DA110FEEF2},B,35,1,No
{B7D366B2-04E1-4B5D-89B2C3438480106C},{19254DE4-2DFF-40A9-927A50ACAB85F427},B,77,1,No
{B7F86DD9-B925-4D35-88C4760A4FF1DE01},{D3E58750-F181-48DA-82D78CE000908ABF},B,37,1,No
{B807367E-E6F9-487E-B3E2B3D0936D89A5},{B7073553-3FC9-4DCE-838EE69650AB64BC},B,33,1,No
{B820447B-46A7-418F-815FA372CC5F203B},{EFFE32A6-67D7-4AA3-96E1B142E793A507},B,37,1,No
{B830F1EB-7367-4790-B023CAB3D5CF35C3},{D5C21B51-6D18-4B0C-BC6D8D303B798663},B,39,1,No
{B844B210-4F67-416C-B635A51E2554B57D},{12921FAB-A3ED-404D-BB4049E36AD6BAAA},B,40,1,No
{B846D18F-512B-442B-B5CD199017740DE2},{67A5D2F0-3F17-4EFF-98BD3FE1944EA72F},B,43,1,No
{B84E4BB1-2299-4F8D-A8FAED1BB86C63F4},{95F2CA65-BE33-421A-8F2CCF7EF21AD65D},B,35,3,No
{B85592FA-4A6B-454A-9119AC335B6FABB2},{1F31ED45-C6C1-4697-AB7FD5D248CE8BBE},B,35,1,No
{B8620908-AA44-4418-8ED35E4D9FABD0FC},{C6EDA0A3-6112-4ABC-BE4D2AD9F546F3C4},B,36,1,No
{B878E693-FE31-41A5-B960D2E8FD58B7DB},{8C585A6E-710E-4A8A-B498EADEC246BBEA},B,41,1,No
{B88336E7-BF89-4EF6-8627EAB755F89D1E},{79C489DE-966E-41C7-9870502D16A949A2},B,37,1,No
{B8F9FA29-7F9C-4B6C-B9F834C35482005F},{58CEC892-D2FF-4E20-87F030225FBEDB1D},B,34,1,No
{B909B939-BEF9-46BD-ADB19CF3D968DB73},{B7869571-A4A4-4029-885D9D5B68C82234},B,34,1,No
{B90EEE85-AA83-4D04-A0AA2F0DE70CCE4B},{2F8AC642-92DF-4300-A1368C3F43E719F5},B,36,1,No
{B92E497A-7682-4862-93B867B3DD46B386},{2A6D3572-424B-41CE-864A2E61AE43BED2},B,35,1,No
{B936594F-D96A-4D6A-B6153A62619F56F1},{37E0E3F5-DBAD-4F72-ADCB8B8A9B431337},B,51,1,No
{B9382678-0B53-4486-BC359853A937555F},{70BC64A2-F4FA-495F-9D0CEE586E5B0883},B,37,1,No
{B955C7E0-3F07-4788-A7D8684AD92C8FB3},{8C585A6E-710E-4A8A-B498EADEC246BBEA},B,37,1,No
{B96E411F-0CD7-4482-A1EFD09C05404B70},{1B93B562-FB2C-440E-925DFBF278ACB57F},B,34,1,No
{B96E4AFF-68AF-4067-A6EAD6635CE86B0E},{BD184B76-C827-4FF5-B2884FF1005D6E9C},B,36,1,No
{B99A4DA2-821A-44EC-AF27064F3F75DF7E},{B1385A47-8D23-4E85-B75BB07D5F74041D},B,38,1,No
{B9A3C683-9B43-4F74-B2C129F91BA30618},{B7073553-3FC9-4DCE-838EE69650AB64BC},B,37,1,No
{B9B8780A-168C-49D4-BC1A282D1355AD12},{998CADB6-4AB1-487E-A9CF9B3B6F0697A2},B,36,1,No
{B9B9B111-2F83-49C6-96E294463013DBDD},{6A2A7CFF-B832-4E68-BE3136CFCCD136F8},B,35,1,No
{B9BBEDB9-071F-4B0A-9AB6418E313F0A2A},{6BC407C1-3052-451E-8B10387FBE944EBF},BB,36,1,No
{B9BCD11E-C88A-4326-90923978A1CB2E1B},{5B00C1EA-99BC-4B49-84B63F21F7033A5D},B,73,1,No
{B9CB37D7-88C8-42F4-BC949B7881C2EC74},{EA0645B5-20F2-4B5D-954523FCE2A76744},B,37,1,No
{B9EDE863-0CA7-4DEF-AA1755293ED7162E},{D26CAD36-F6A9-4BF3-893140F32B54373C},B,36,2,No
{BA0919BB-3A7B-4287-BF893E3AC3CCE213},{AE94676A-EE84-41B8-8583A3B4E9739A70},B,37,1,No
{BA09E5B0-F217-49D5-8381AA616F5734E8},{7A480F12-29D8-4512-8004BE64617D5B55},B,34,2,No
{BA4051F7-D2B9-4008-AAEE118073390DC7},{B7869571-A4A4-4029-885D9D5B68C82234},B,33,1,No
{BA6BBBC7-613D-4DC5-B08686EB6742991C},{D80CD78B-7E48-4F84-B2D5FD88E7551FCF},B,36,3,No
{BAC48012-3E55-40F8-B34394EF5CB8238A},{6A0BF47F-CD41-4EDC-9AA525EC5F27A84C},B,38,1,No
{BACB7D83-B9E6-42AC-905315546ED65057},{3E7A3496-9B64-474E-85A6A1F7BE78B0BC},B,35,2,No
{BAF222C3-F52F-4A50-96588F221099DC7B},{72121EB3-2764-4DE5-BEEE16CE1D05238A},B,35,1,No
{BAFE1178-2407-42C7-95E965569EBF59CC},{D5C21B51-6D18-4B0C-BC6D8D303B798663},B,39,1,No
{BAFF2161-889D-4560-9473DCB5B865B30C},{B7869571-A4A4-4029-885D9D5B68C82234},B,36,1,No
{BB04A5BA-5FAE-4F88-839FF03437BFE0AB},{327949FB-AAF1-42FC-A0D2A32868AC6566},BB,36,1,No
{BB05DF2A-CADD-4D3D-9895E6D9871C6289},{F56D2995-BBF8-4170-B2632134DED315CE},B,35,4,No
{BB097C59-ABDA-4226-924CCF0F12DEDE7B},{1C1B8156-EB44-4542-8EB57C52A2DAA1F4},B,36,1,No
{BB1ED80C-6E69-433E-A50C8B40364C34C3},{AC4E8ED9-60FF-40DA-A754EF32525752DA},B,36,1,No
{BB2822D1-2838-4144-8DC45DDD1F4FDC03},{B7073553-3FC9-4DCE-838EE69650AB64BC},B,36,1,No
{BB68F43F-630E-4097-97A61E5B6A033809},{B66E1685-DC06-4198-A1D9F1C10EA0821A},B,38,1,No
{BB6A4C04-D712-4774-B49161E5C3CE5F79},{7D3CAD29-B0B6-4AA5-95AFD292754934C8},B,36,3,No
{BB6EC715-5A31-4DA3-8C2D6CE5C9B06402},{50FFF599-B1DA-4A18-895EE4C310806D50},B,35,2,No
{BB701340-6DFE-4268-B8E5FFC82CE6DD02},{998CADB6-4AB1-487E-A9CF9B3B6F0697A2},B,37,1,No
{BB8201A1-28E4-491D-9509A52EDA21735A},{43658A38-9A7C-4FF6-B2253CE08A3433BC},B,37,1,No
