trial_id,sample_date,sample_time,station_code,flows,mark_recap_id,mark_code,fork_length,count,dead
211,1999-10-27,08:33:00,gate 6,7090,{00000024-0000-0000-0000000000000000},B,83,1,FALSE
211,1999-10-27,08:33:00,gate 6,7090,{00000024-0000-0000-0000000000000000},B,83,1,FALSE
212,1999-10-27,08:33:00,gate 6,7090,{00000024-0000-0000-0000000000000000},B,84,1,FALSE
212,1999-10-27,08:33:00,gate 6,7090,{00000024-0000-0000-0000000000000000},B,84,1,FALSE
212,1999-10-28,08:25:00,gate 6,7066,{00000024-0000-0000-0000000000000000},B,90,2,FALSE
212,1999-10-28,08:25:00,gate 6,7066,{00000024-0000-0000-0000000000000000},B,90,2,FALSE
213,1999-11-03,06:59:00,gate 6,7234,{00000024-0000-0000-0000000000000000},B,91,1,FALSE
213,1999-11-03,06:59:00,gate 6,7234,{00000024-0000-0000-0000000000000000},B,91,1,FALSE
214,1999-11-04,07:11:00,gate 6,7243,{00000024-0000-0000-0000000000000000},B,93,1,FALSE
214,1999-11-04,07:11:00,gate 6,7243,{00000024-0000-0000-0000000000000000},B,93,1,FALSE
34,1999-12-22,09:01:00,gate 6,6931,{000000F0-0000-0000-0000000000000000},BSDR,90,1,FALSE
34,1999-12-22,09:01:00,gate 6,6931,{000000F0-0000-0000-0000000000000000},BSDR,90,1,FALSE
34,1999-12-23,08:44:00,gate 6,6952,{000000F0-0000-0000-0000000000000000},BSDR,99,1,FALSE
34,1999-12-23,08:44:00,gate 6,6952,{000000F0-0000-0000-0000000000000000},BSDR,99,1,FALSE
35,1999-12-29,09:10:00,gate 6,6756,{000000F0-0000-0000-0000000000000000},BSDR,113,1,FALSE
35,1999-12-29,09:10:00,gate 6,6756,{000000F0-0000-0000-0000000000000000},BSDR,113,1,FALSE
35,1999-12-30,08:49:00,gate 6,6775,{000000AF-0000-0000-0000000000000000},B,69,1,FALSE
35,1999-12-30,08:49:00,gate 6,6775,{000000AF-0000-0000-0000000000000000},B,69,1,FALSE
36,2000-01-03,09:07:00,gate 6,6473,{0000003D-0000-0000-0000000000000000},B,32,1,FALSE
36,2000-01-03,09:07:00,gate 6,6473,{0000003D-0000-0000-0000000000000000},B,32,1,FALSE
36,2000-01-03,09:07:00,gate 6,6473,{0000003D-0000-0000-0000000000000000},B,34,1,FALSE
36,2000-01-03,09:07:00,gate 6,6473,{0000003D-0000-0000-0000000000000000},B,34,1,FALSE
36,2000-01-04,07:38:00,gate 6,6424,{0000003D-0000-0000-0000000000000000},B,35,1,FALSE
36,2000-01-04,07:38:00,gate 6,6424,{0000003D-0000-0000-0000000000000000},B,35,1,FALSE
215,2000-01-09,09:07:00,gate 6,6021,{0000003D-0000-0000-0000000000000000},B,37,1,FALSE
215,2000-01-09,09:07:00,gate 6,6021,{0000003D-0000-0000-0000000000000000},B,37,1,FALSE
216,2000-03-22,18:29:00,gate 6,13082,{000000A0-0000-0000-0000000000000000},BSDO,62,1,FALSE
216,2000-03-22,18:29:00,gate 6,13082,{000000A0-0000-0000-0000000000000000},BSDO,62,1,FALSE
216,2000-03-23,06:16:00,gate 6,13876,{00000057-0000-0000-0000000000000000},BSDO,80,1,FALSE
216,2000-03-23,06:16:00,gate 6,13876,{00000057-0000-0000-0000000000000000},BSDO,80,1,FALSE
217,2000-03-23,06:16:00,gate 6,13876,{00000057-0000-0000-0000000000000000},BSDO,86,1,FALSE
217,2000-03-23,06:16:00,gate 6,13876,{00000057-0000-0000-0000000000000000},BSDO,86,1,FALSE
216,2000-03-23,18:25:00,gate 6,13876,{00000057-0000-0000-0000000000000000},BSDO,94,1,FALSE
216,2000-03-23,18:25:00,gate 6,13876,{00000057-0000-0000-0000000000000000},BSDO,94,1,FALSE
217,2000-03-23,18:25:00,gate 6,13876,{00000021-0000-0000-0000000000000000},B,69,1,FALSE
217,2000-03-23,18:25:00,gate 6,13876,{00000021-0000-0000-0000000000000000},B,69,1,FALSE
217,2000-03-24,06:15:00,gate 6,13126,{00000021-0000-0000-0000000000000000},B,78,1,FALSE
217,2000-03-24,06:15:00,gate 6,13126,{00000021-0000-0000-0000000000000000},B,78,1,FALSE
5,1998-12-17,08:15:00,gate 8,17500,{00000051-0000-0000-0000000000000000},B,76,1,FALSE
5,1998-12-17,08:15:00,gate 8,17500,{00000051-0000-0000-0000000000000000},B,76,1,FALSE
6,1998-12-21,08:49:00,gate 8,12978,{00000025-0000-0000-0000000000000000},B,83,1,FALSE
6,1998-12-21,08:49:00,gate 8,12978,{00000025-0000-0000-0000000000000000},B,83,1,FALSE
7,1998-12-29,09:10:00,gate 8,8934,{00000058-0000-0000-0000000000000000},BSDR,87,1,FALSE
7,1998-12-29,09:10:00,gate 8,8934,{00000058-0000-0000-0000000000000000},BSDR,87,1,FALSE
7,1998-12-30,09:02:00,gate 8,8933,{000000EC-0000-0000-0000000000000000},BSDR,89,1,FALSE
7,1998-12-30,09:02:00,gate 8,8933,{000000EC-0000-0000-0000000000000000},BSDR,89,1,FALSE
8,1999-01-05,09:39:00,gate 8,7612,{000000ED-0000-0000-0000000000000000},BSDG,89,1,FALSE
8,1999-01-05,09:39:00,gate 8,7612,{000000ED-0000-0000-0000000000000000},BSDG,89,1,FALSE
8,1999-01-06,09:21:00,gate 8,7607,{000000ED-0000-0000-0000000000000000},BSDG,93,1,FALSE
8,1999-01-06,09:21:00,gate 8,7607,{000000ED-0000-0000-0000000000000000},BSDG,93,1,FALSE
9,1999-01-09,09:03:00,gate 8,7546,{000000ED-0000-0000-0000000000000000},BSDG,94,1,FALSE
9,1999-01-09,09:03:00,gate 8,7546,{000000ED-0000-0000-0000000000000000},BSDG,94,1,FALSE
10,1999-01-13,09:16:00,gate 8,7500,{000000ED-0000-0000-0000000000000000},BSDG,96,1,FALSE
10,1999-01-13,09:16:00,gate 8,7500,{000000ED-0000-0000-0000000000000000},BSDG,96,1,FALSE
11,1999-01-28,09:00:00,gate 8,15364,{000000ED-0000-0000-0000000000000000},BSDG,100,1,FALSE
11,1999-01-28,09:00:00,gate 8,15364,{000000ED-0000-0000-0000000000000000},BSDG,100,1,FALSE
11,1999-01-29,09:04:00,gate 8,15505,{000000ED-0000-0000-0000000000000000},BSDG,101,2,FALSE
11,1999-01-29,09:04:00,gate 8,15505,{000000ED-0000-0000-0000000000000000},BSDG,101,2,FALSE
12,1999-02-02,07:38:00,gate 8,9980,{000000ED-0000-0000-0000000000000000},BSDG,103,1,FALSE
12,1999-02-02,07:38:00,gate 8,9980,{000000ED-0000-0000-0000000000000000},BSDG,103,1,FALSE
14,1999-04-11,09:07:00,gate 8,14215,{000000ED-0000-0000-0000000000000000},BSDG,104,1,FALSE
14,1999-04-11,09:07:00,gate 8,14215,{000000ED-0000-0000-0000000000000000},BSDG,104,1,FALSE
302,1999-04-26,09:34:00,gate 8,11593,{000000ED-0000-0000-0000000000000000},BSDG,106,1,FALSE
302,1999-04-26,09:34:00,gate 8,11593,{000000ED-0000-0000-0000000000000000},BSDG,106,1,FALSE
303,1999-05-04,10:05:00,gate 8,12768,{000000ED-0000-0000-0000000000000000},BSDG,134,1,FALSE
303,1999-05-04,10:05:00,gate 8,12768,{000000ED-0000-0000-0000000000000000},BSDG,134,1,FALSE
304,1999-05-05,10:02:00,gate 8,12463,{000000EE-0000-0000-0000000000000000},BSDO,96,1,FALSE
304,1999-05-05,10:02:00,gate 8,12463,{000000EE-0000-0000-0000000000000000},BSDO,96,1,FALSE
304,1999-05-07,09:45:00,gate 8,12416,{000000EE-0000-0000-0000000000000000},BSDO,100,1,FALSE
304,1999-05-07,09:45:00,gate 8,12416,{000000EE-0000-0000-0000000000000000},BSDO,100,1,FALSE
15,1999-05-11,19:45:00,gate 8,12952,{000000EE-0000-0000-0000000000000000},BSDO,109,1,FALSE
15,1999-05-11,19:45:00,gate 8,12952,{000000EE-0000-0000-0000000000000000},BSDO,109,1,FALSE
17,1999-05-12,09:06:00,gate 8,12981,{000000EE-0000-0000-0000000000000000},BSDO,110,1,FALSE
17,1999-05-12,09:06:00,gate 8,12981,{000000EE-0000-0000-0000000000000000},BSDO,110,1,FALSE
201,1998-03-10,09:11:00,gate 9,22039,{000000EE-0000-0000-0000000000000000},BSDO,140,1,FALSE
201,1998-03-10,09:11:00,gate 9,22039,{000000EE-0000-0000-0000000000000000},BSDO,140,1,FALSE
201,1998-03-11,09:16:00,gate 9,22142,{000000EE-0000-0000-0000000000000000},BSDO,142,1,FALSE
201,1998-03-11,09:16:00,gate 9,22142,{000000EE-0000-0000-0000000000000000},BSDO,142,1,FALSE
202,1998-03-17,06:37:00,gate 9,14274,{000000EF-0000-0000-0000000000000000},BSDR,81,1,FALSE
202,1998-03-17,06:37:00,gate 9,14274,{000000EF-0000-0000-0000000000000000},BSDR,81,1,FALSE
202,1998-03-18,06:51:00,gate 9,14479,{000000EF-0000-0000-0000000000000000},BSDR,102,1,FALSE
202,1998-03-18,06:51:00,gate 9,14479,{000000EF-0000-0000-0000000000000000},BSDR,102,1,FALSE
203,1998-03-31,13:09:00,gate 9,36293,{000000EF-0000-0000-0000000000000000},BSDR,104,1,FALSE
203,1998-03-31,13:09:00,gate 9,36293,{000000EF-0000-0000-0000000000000000},BSDR,104,1,FALSE
206,1998-04-28,08:59:00,gate 9,14216,{000000EF-0000-0000-0000000000000000},BSDR,105,1,FALSE
206,1998-04-28,08:59:00,gate 9,14216,{000000EF-0000-0000-0000000000000000},BSDR,105,1,FALSE
206,1998-04-29,08:56:00,gate 9,14254,{000000EF-0000-0000-0000000000000000},BSDR,106,1,FALSE
206,1998-04-29,08:56:00,gate 9,14254,{000000EF-0000-0000-0000000000000000},BSDR,106,1,FALSE
207,1998-05-06,09:13:00,gate 9,15958,{000000EF-0000-0000-0000000000000000},BSDR,113,2,FALSE
207,1998-05-06,09:13:00,gate 9,15958,{000000EF-0000-0000-0000000000000000},BSDR,113,2,FALSE
3,1998-08-10,20:14:00,gate 9,14884,{000000EF-0000-0000-0000000000000000},BSDR,133,1,FALSE
3,1998-08-10,20:14:00,gate 9,14884,{000000EF-0000-0000-0000000000000000},BSDR,133,1,FALSE
3,1998-08-11,06:27:00,gate 9,14959,{000000EF-0000-0000-0000000000000000},BSDR,135,1,FALSE
3,1998-08-11,06:27:00,gate 9,14959,{000000EF-0000-0000-0000000000000000},BSDR,135,1,FALSE
4,1998-08-18,06:35:00,gate 9,14968,{000000EF-0000-0000-0000000000000000},BSDR,142,1,FALSE
4,1998-08-18,06:35:00,gate 9,14968,{000000EF-0000-0000-0000000000000000},BSDR,142,1,FALSE
209,1999-10-19,07:45:00,gate 9,8241,{0000002C-0000-0000-0000000000000000},BSDR,76,1,FALSE
209,1999-10-19,07:45:00,gate 9,8241,{0000002C-0000-0000-0000000000000000},BSDR,76,1,FALSE
210,1999-10-20,11:45:00,gate 9,6797,{0000002C-0000-0000-0000000000000000},BSDR,78,1,FALSE
210,1999-10-20,11:45:00,gate 9,6797,{0000002C-0000-0000-0000000000000000},BSDR,78,1,FALSE
212,1999-10-27,11:24:00,gate 9,7090,{00000009-0000-0000-0000000000000000},B,86,1,FALSE
212,1999-10-27,11:24:00,gate 9,7090,{00000009-0000-0000-0000000000000000},B,86,1,FALSE
213,1999-11-03,06:51:00,gate 9,7234,{00000009-0000-0000-0000000000000000},B,101,1,FALSE
213,1999-11-03,06:51:00,gate 9,7234,{00000009-0000-0000-0000000000000000},B,101,1,FALSE
213,1999-11-03,17:35:00,gate 9,7234,{0000005A-0000-0000-0000000000000000},BSDR,59,1,FALSE
213,1999-11-03,17:35:00,gate 9,7234,{0000005A-0000-0000-0000000000000000},BSDR,59,1,FALSE
34,1999-12-22,08:39:00,gate 9,6931,{0000005A-0000-0000-0000000000000000},BSDR,74,1,FALSE
34,1999-12-22,08:39:00,gate 9,6931,{0000005A-0000-0000-0000000000000000},BSDR,74,1,FALSE
35,1999-12-29,09:00:00,gate 9,6756,{0000005A-0000-0000-0000000000000000},BSDR,78,1,FALSE
35,1999-12-29,09:00:00,gate 9,6756,{0000005A-0000-0000-0000000000000000},BSDR,78,1,FALSE
36,2000-01-03,08:56:00,gate 9,6473,{0000005A-0000-0000-0000000000000000},BSDR,79,1,FALSE
36,2000-01-03,08:56:00,gate 9,6473,{0000005A-0000-0000-0000000000000000},BSDR,79,1,FALSE
36,2000-01-04,07:31:00,gate 9,6424,{0000005A-0000-0000-0000000000000000},BSDR,88,1,FALSE
36,2000-01-04,07:31:00,gate 9,6424,{0000005A-0000-0000-0000000000000000},BSDR,88,1,FALSE
216,2000-03-22,18:33:00,gate 9,13082,{0000005A-0000-0000-0000000000000000},BSDR,89,1,FALSE
216,2000-03-22,18:33:00,gate 9,13082,{0000005A-0000-0000-0000000000000000},BSDR,89,1,FALSE
217,2000-03-23,06:24:00,gate 9,13876,{0000005A-0000-0000-0000000000000000},BSDR,91,1,FALSE
217,2000-03-23,06:24:00,gate 9,13876,{0000005A-0000-0000-0000000000000000},BSDR,91,1,FALSE
0106,2006-02-16,10:12:00,gate 7,12317,NA,NA,NA,NA,NA
0105,2005-01-24,08:04:00,gate 8,6468,NA,NA,NA,NA,NA
0209,2009-02-07,09:26:00,gate 6,4245,NA,NA,NA,NA,NA
004_19,2019-09-11,09:02:00,gate 6,9152,NA,NA,NA,NA,NA
0805,2005-10-05,08:24:00,gate 2,8693,NA,NA,NA,NA,NA
009_20,2020-10-01,08:41:00,gate 6,6905,NA,NA,NA,NA,NA
0605,2005-04-02,08:51:00,gate 8,8091,NA,NA,NA,NA,NA
0913,2013-03-04,10:38:00,gate 6,4965,NA,NA,NA,NA,NA
1803,2003-10-17,09:04:00,gate 6,7067,NA,NA,NA,NA,NA
0703,2003-03-06,08:31:00,gate 7,7900,NA,NA,NA,NA,NA
0404,2004-02-07,09:15:00,gate 6,10084,NA,NA,NA,NA,NA
0213,2013-01-24,09:01:00,gate 6,6522,NA,NA,NA,NA,NA
0312,2012-02-17,09:05:00,gate 7,5533,NA,NA,NA,NA,NA
0604,2004-02-14,08:28:00,gate 3,7668,NA,NA,NA,NA,NA
0807,2007-03-25,09:16:00,gate 6,6210,NA,NA,NA,NA,NA
0113,2013-01-18,09:04:00,gate 6,6278,NA,NA,NA,NA,NA
0209,2009-02-08,09:11:00,gate 6,4276,NA,NA,NA,NA,NA
0504,2004-02-11,08:48:00,gate 6,8448,NA,NA,NA,NA,NA
0813,2013-02-27,09:28:00,gate 6,4973,NA,NA,NA,NA,NA
007_20,2020-09-23,07:34:00,gate 1,6800,NA,NA,NA,NA,NA
0613,2013-02-20,08:14:00,gate 3,5648,NA,NA,NA,NA,NA
1003,2003-09-03,08:34:00,gate 9,8754,NA,NA,NA,NA,NA
2004,2004-09-28,08:53:00,gate 4,8426,NA,NA,NA,NA,NA
0605,2005-04-02,08:25:00,gate 5,8091,NA,NA,NA,NA,NA
0513,2013-02-14,09:35:00,gate 8,5719,NA,NA,NA,NA,NA
0203,2003-02-06,07:56:00,gate 5,11385,NA,NA,NA,NA,NA
0111,2011-01-21,12:56:00,gate 3,8980,NA,NA,NA,NA,NA
0603,2003-03-02,07:53:00,gate 7,8923,NA,NA,NA,NA,NA
0408,2008-02-21,09:33:00,gate 6,5632,NA,NA,NA,NA,NA
0305,2005-02-14,10:04:00,gate 6,5847,NA,NA,NA,NA,NA
2104,2004-10-03,09:11:00,gate 6,7657,NA,NA,NA,NA,NA
0705,2005-09-13,08:37:00,gate 2,8729,NA,NA,NA,NA,NA
0114,2014-01-03,09:10:00,gate 7,4099,NA,NA,NA,NA,NA
0208,2008-02-08,09:07:00,gate 6,6797,NA,NA,NA,NA,NA
0913,2013-03-04,10:37:00,gate 7,4965,NA,NA,NA,NA,NA
0113,2013-01-17,08:55:00,gate 7,6329,NA,NA,NA,NA,NA
002_16,2016-02-10,12:09:00,gate 3,6078,NA,NA,NA,NA,NA
0411,2011-02-12,09:32:00,gate 8,5328,NA,NA,NA,NA,NA
0305,2005-02-11,08:46:00,gate 5,5993,NA,NA,NA,NA,NA
0311,2011-02-03,17:33:00,gate 6,5731,NA,NA,NA,NA,NA
0303,2003-02-11,07:41:00,gate 11,9301,NA,NA,NA,NA,NA
0613,2013-02-20,09:11:00,gate 7,5648,NA,NA,NA,NA,NA
0111,2011-01-23,13:15:00,gate 7,8185,NA,NA,NA,NA,NA
006_20,2020-09-18,08:58:00,gate 6,7027,NA,NA,NA,NA,NA
1504,2004-09-02,08:06:00,gate 11,8363,NA,NA,NA,NA,NA
0803,2003-03-08,08:32:00,gate 7,7368,NA,NA,NA,NA,NA
0112,2012-01-31,08:18:00,gate 3,6009,NA,NA,NA,NA,NA
1003,2003-09-03,09:00:00,gate 1,8754,NA,NA,NA,NA,NA
0113,2013-01-17,09:26:00,gate 8,6329,NA,NA,NA,NA,NA
0108,2008-01-24,09:30:00,gate 7,5416,NA,NA,NA,NA,NA
0813,2013-02-27,08:44:00,gate 7,4973,NA,NA,NA,NA,NA
0703,2003-03-05,08:46:00,gate 11,8118,NA,NA,NA,NA,NA
0411,2011-02-12,08:07:00,gate 3,5328,NA,NA,NA,NA,NA
0114,2014-01-02,08:23:00,gate 6,4214,NA,NA,NA,NA,NA
0607,2007-03-16,08:44:00,gate 6,6607,NA,NA,NA,NA,NA
0105,2005-01-24,08:26:00,gate 6,6468,NA,NA,NA,NA,NA
1803,2003-10-16,08:54:00,gate 8,7048,NA,NA,NA,NA,NA
1304,2004-06-06,09:03:00,gate 2,13633,NA,NA,NA,NA,NA
0211,2011-01-27,10:02:00,gate 8,6778,NA,NA,NA,NA,NA
0413,2013-02-04,10:18:00,gate 7,6235,NA,NA,NA,NA,NA
0303,2003-02-13,07:46:00,gate 2,14116,NA,NA,NA,NA,NA
0209,2009-02-06,09:12:00,gate 6,4132,NA,NA,NA,NA,NA
003_16,2016-02-15,11:06:00,gate 7,5560,NA,NA,NA,NA,NA
0905,2005-10-14,08:59:00,gate 6,8713,NA,NA,NA,NA,NA
1013,2013-09-28,10:45:00,gate 7,6858,NA,NA,NA,NA,NA
2004,2004-09-28,08:41:00,gate 6,8426,NA,NA,NA,NA,NA
0903,2003-03-21,09:14:00,gate 3,8470,NA,NA,NA,NA,NA
001_20,2020-01-10,11:23:00,gate 8,7215,NA,NA,NA,NA,NA
0103,2003-01-29,07:55:00,gate 2,26673,NA,NA,NA,NA,NA
1403,2003-09-28,09:29:00,gate 4,7845,NA,NA,NA,NA,NA
001_19,2019-08-28,09:05:00,gate 6,10322,NA,NA,NA,NA,NA
0215,2015-01-28,08:57:00,gate 7,4485,NA,NA,NA,NA,NA
0313,2013-01-31,09:11:00,gate 8,6580,NA,NA,NA,NA,NA
0211,2011-01-27,09:30:00,gate 7,6778,NA,NA,NA,NA,NA
2004,2004-09-30,09:08:00,gate 6,8119,NA,NA,NA,NA,NA
1,1998-04-21,09:01:00,gate 10,14946,NA,NA,NA,NA,NA
0109,2009-01-24,08:27:00,gate 3,4165,NA,NA,NA,NA,NA
0304,2004-02-01,09:06:00,gate 5,8751,NA,NA,NA,NA,NA
0107,2007-01-22,09:32:00,gate 8,6247,NA,NA,NA,NA,NA
0103,2003-01-29,08:04:00,gate 7,26673,NA,NA,NA,NA,NA
001_20,2020-01-10,10:00:00,gate 7,7215,NA,NA,NA,NA,NA
1004,2004-05-05,08:52:00,gate 6,10557,NA,NA,NA,NA,NA
1503,2003-10-02,08:50:00,gate 8,7457,NA,NA,NA,NA,NA
005_18,2018-12-31,10:21:00,gate 7,5592,NA,NA,NA,NA,NA
0703,2003-03-05,08:21:00,gate 2,8118,NA,NA,NA,NA,NA
001_16,2016-02-04,08:30:00,gate 8,8394,NA,NA,NA,NA,NA
1113,2013-12-23,10:37:00,gate 8,4277,NA,NA,NA,NA,NA
0404,2004-02-07,08:42:00,gate 5,10084,NA,NA,NA,NA,NA
0805,2005-10-05,09:17:00,gate 8,8693,NA,NA,NA,NA,NA
1,1998-04-21,09:00:00,gate 3,14946,NA,NA,NA,NA,NA
005_18,2018-12-31,09:20:00,gate 6,5592,NA,NA,NA,NA,NA
008_19,2019-10-09,09:10:00,gate 6,6942,NA,NA,NA,NA,NA
0208,2008-02-08,09:27:00,gate 7,6797,NA,NA,NA,NA,NA
1704,2004-09-18,10:15:00,gate 2,9167,NA,NA,NA,NA,NA
0313,2013-01-31,09:09:00,gate 3,6580,NA,NA,NA,NA,NA
1303,2003-09-24,09:24:00,gate 7,7936,NA,NA,NA,NA,NA
0213,2013-01-24,08:52:00,gate 8,6522,NA,NA,NA,NA,NA
0103,2003-01-29,08:00:00,gate 5,26673,NA,NA,NA,NA,NA
0302,2002-08-21,06:38:00,gate 6 e,10372,NA,NA,NA,NA,NA
0705,2005-09-12,09:05:00,gate 11,8865,NA,NA,NA,NA,NA
0213,2013-01-25,12:34:00,gate 7,7656,NA,NA,NA,NA,NA
0413,2013-02-04,10:31:00,gate 8,6235,NA,NA,NA,NA,NA
1203,2003-09-10,08:29:00,gate 11,7030,NA,NA,NA,NA,NA
1213,2013-12-29,09:14:00,gate 7,4466,NA,NA,NA,NA,NA
0607,2007-03-16,08:53:00,gate 7,6607,NA,NA,NA,NA,NA
1803,2003-10-16,09:37:00,gate 4,7048,NA,NA,NA,NA,NA
0113,2013-01-19,08:30:00,gate 3,6281,NA,NA,NA,NA,NA
0202,2002-08-08,06:59:00,gate 7 e,12644,NA,NA,NA,NA,NA
1304,2004-06-04,08:58:00,gate 2,10902,NA,NA,NA,NA,NA
0311,2011-02-02,10:56:00,gate 6,5836,NA,NA,NA,NA,NA
1213,2013-12-29,08:27:00,gate 6,4466,NA,NA,NA,NA,NA
007_19,2019-10-02,09:46:00,gate 1,8135,NA,NA,NA,NA,NA
004_18,2018-12-29,08:31:00,gate 6,5751,NA,NA,NA,NA,NA
005_20,2020-02-19,11:21:00,gate 1,5903,NA,NA,NA,NA,NA
002_20,2020-01-24,09:43:00,gate 1,7965,NA,NA,NA,NA,NA
003_20,2020-01-31,09:00:00,gate 7,7928,NA,NA,NA,NA,NA
0111,2011-01-21,09:47:00,gate 8,8980,NA,NA,NA,NA,NA
0206,2006-02-24,09:48:00,gate 9,9392,NA,NA,NA,NA,NA
003_20,2020-01-30,10:17:00,gate 7,8205,NA,NA,NA,NA,NA
002_18,2018-10-12,13:13:00,gate 8,7585,NA,NA,NA,NA,NA
0114,2014-01-02,09:07:00,gate 7,4214,NA,NA,NA,NA,NA
004_19,2019-09-11,11:04:00,gate 8,9152,NA,NA,NA,NA,NA
0313,2013-02-01,09:00:00,gate 6,6488,NA,NA,NA,NA,NA
0207,2007-01-29,10:38:00,gate 4,6178,NA,NA,NA,NA,NA
001_20,2020-01-10,08:38:00,gate 6,7215,NA,NA,NA,NA,NA
0111,2011-01-22,20:11:00,gate 3,8640,NA,NA,NA,NA,NA
0405,2005-03-11,08:57:00,gate 8,6658,NA,NA,NA,NA,NA
0113,2013-01-18,09:25:00,gate 7,6278,NA,NA,NA,NA,NA
1703,2003-10-11,09:15:00,gate 7,6936,NA,NA,NA,NA,NA
0613,2013-02-19,09:02:00,gate 8,5565,NA,NA,NA,NA,NA
0209,2009-02-06,08:55:00,gate 5,4132,NA,NA,NA,NA,NA
0203,2003-02-06,07:50:00,gate 2,11385,NA,NA,NA,NA,NA
0605,2005-04-02,08:40:00,gate 6,8091,NA,NA,NA,NA,NA
0112,2012-01-31,10:11:00,gate 7,6009,NA,NA,NA,NA,NA
0302,2002-08-22,06:39:00,gate 6 w,9863,NA,NA,NA,NA,NA
0403,2003-02-22,07:27:00,gate 2,16300,NA,NA,NA,NA,NA
0104,2004-01-19,09:48:00,gate 6,9839,NA,NA,NA,NA,NA
0305,2005-02-12,08:18:00,gate 5,5936,NA,NA,NA,NA,NA
1603,2003-10-07,08:59:00,gate 4,7471,NA,NA,NA,NA,NA
0403,2003-02-22,07:33:00,gate 7,16300,NA,NA,NA,NA,NA
0504,2004-02-10,08:34:00,gate 6,8803,NA,NA,NA,NA,NA
1603,2003-10-07,08:45:00,gate 8,7471,NA,NA,NA,NA,NA
1603,2003-10-07,08:52:00,gate 6,7471,NA,NA,NA,NA,NA
0604,2004-02-16,09:11:00,gate 5,7540,NA,NA,NA,NA,NA
0304,2004-02-01,08:41:00,gate 3,8751,NA,NA,NA,NA,NA
009_19,2019-10-23,09:36:00,gate 6,8766,NA,NA,NA,NA,NA
0504,2004-02-10,08:16:00,gate 5,8803,NA,NA,NA,NA,NA
0803,2003-03-08,08:39:00,gate 11,7368,NA,NA,NA,NA,NA
009_19,2019-10-23,13:36:00,gate 8,8766,NA,NA,NA,NA,NA
1213,2013-12-30,09:10:00,gate 6,4453,NA,NA,NA,NA,NA
1003,2003-09-03,08:15:00,gate 11,8754,NA,NA,NA,NA,NA
0408,2008-02-22,08:56:00,gate 3,6469,NA,NA,NA,NA,NA
008_20,2020-09-25,08:03:00,gate 6,6789,NA,NA,NA,NA,NA
0412,2012-02-29,09:32:00,gate 8,5822,NA,NA,NA,NA,NA
0206,2006-02-24,08:56:00,gate 2,9392,NA,NA,NA,NA,NA
0202,2002-08-07,06:52:00,gate 6 e,13016,NA,NA,NA,NA,NA
1303,2003-09-25,08:18:00,gate 7,7928,NA,NA,NA,NA,NA
0212,2012-02-05,08:15:00,gate 3,5230,NA,NA,NA,NA,NA
009_20,2020-10-01,07:50:00,gate 7,6905,NA,NA,NA,NA,NA
0412,2012-02-29,08:04:00,gate 3,5822,NA,NA,NA,NA,NA
1303,2003-09-24,08:22:00,gate 4,7936,NA,NA,NA,NA,NA
0304,2004-02-01,08:42:00,gate 6,8751,NA,NA,NA,NA,NA
0215,2015-01-28,09:41:00,gate 8,4485,NA,NA,NA,NA,NA
1203,2003-09-09,08:24:00,gate 11,7181,NA,NA,NA,NA,NA
0106,2006-02-16,09:18:00,gate 9,12317,NA,NA,NA,NA,NA
0204,2004-01-25,09:06:00,gate 5,7502,NA,NA,NA,NA,NA
0304,2004-02-02,08:11:00,gate 6,8298,NA,NA,NA,NA,NA
009_19,2019-10-23,11:27:00,gate 7,8766,NA,NA,NA,NA,NA
0505,2005-03-14,10:09:00,gate 8,6399,NA,NA,NA,NA,NA
1604,2004-09-04,09:30:00,gate 1,8848,NA,NA,NA,NA,NA
0403,2003-02-22,07:41:00,gate 11,16300,NA,NA,NA,NA,NA
0613,2013-02-19,08:41:00,gate 7,5565,NA,NA,NA,NA,NA
0303,2003-02-11,07:48:00,gate 2,9301,NA,NA,NA,NA,NA
0208,2008-02-09,09:32:00,gate 7,6652,NA,NA,NA,NA,NA
0114,2014-01-02,09:36:00,gate 8,4214,NA,NA,NA,NA,NA
0202,2002-08-08,06:48:00,gate 6 e,12644,NA,NA,NA,NA,NA
0604,2004-02-14,08:51:00,gate 6,7668,NA,NA,NA,NA,NA
0903,2003-03-21,09:11:00,gate 5,8470,NA,NA,NA,NA,NA
004_20,2020-02-13,09:23:00,gate 7,6072,NA,NA,NA,NA,NA
0407,2007-02-18,09:09:00,gate 6,7035,NA,NA,NA,NA,NA
0513,2013-02-14,09:17:00,gate 7,5719,NA,NA,NA,NA,NA
0313,2013-01-31,08:43:00,gate 6,6580,NA,NA,NA,NA,NA
0202,2002-08-07,06:54:00,gate 5 w,13016,NA,NA,NA,NA,NA
0411,2011-02-17,20:12:00,gate 7,10649,NA,NA,NA,NA,NA
0109,2009-01-24,10:08:00,gate 8,4165,NA,NA,NA,NA,NA
0308,2008-02-16,09:42:00,gate 6,5918,NA,NA,NA,NA,NA
001_18,2018-10-10,09:00:00,gate 7,7668,NA,NA,NA,NA,NA
0607,2007-03-16,08:29:00,gate 3,6607,NA,NA,NA,NA,NA
0212,2012-02-05,08:20:00,gate 7,5230,NA,NA,NA,NA,NA
0102,2002-06-27,07:33:00,gate 5 w,14208,NA,NA,NA,NA,NA
