mark_row_id,mark_sample_row_id,source,fish_origin,fork_length,count,dead
{11AA3780-C723-4A28-A4297D8C9BBFF171},{38F17844-4C6A-4DE1-9B02EA847834CFB4},rbdd,wild,36,19,FALSE
{1210B7D5-43A7-48B6-BAEFD7ED06356D83},{2D979573-2C31-4241-A8FE09E471F95EA1},rbdd,wild,34,5,NA
{123C11A3-75E9-4CC4-80C2A005B9406368},{DEEFF6C7-2206-4219-A579DBE9A25F06EB},rbdd,wild,33,2,NA
{123D948F-D194-441D-B1320F746E3293B6},{72AC7928-5D38-4C43-B68F42B81E31C97B},rbdd,both,94,2,NA
{12809F2D-E008-4E44-A791353475388B95},{B05215DF-1B6C-4A6B-AC7A227CE65E60FE},rbdd,wild,67,5,NA
{12B39BDE-2FD7-4FDB-A619D3D33FF378DF},{5FAC324D-155E-4084-B912D02EC7EB241C},rbdd,wild,37,49,NA
{12C480BA-E295-4A95-803071353A531E0A},{4640B5FE-6106-4EA0-B37BBF2911D35F1D},rbdd,wild,37,19,FALSE
{12ED8082-7EFB-405E-B501BCE4E0A962E5},{9852257B-6563-4B91-9DC1316D792AF219},rbdd,wild,40,9,NA
{13042371-B164-4D54-8F59B1F45101BC13},{D6A30863-DE79-4C5C-80214699C17417CB},rbdd,wild,38,14,FALSE
{13242B88-3D52-4290-8CB2AAF40D1A7E3D},{947EA871-7949-4229-9C5DCAFA4D94773E},rbdd,wild,33,2,FALSE
{132EA200-49EC-4D80-AF22C126F76B5262},{FB14EADB-E92C-4DF6-9C80374C6DDA3EAF},rbdd,wild,35,26,NA
{13AC6850-1639-480F-9315FFBDB0613FAB},{7ABEBCCD-7D72-495C-8FBE7108DAD51896},rbdd,wild,33,1,FALSE
{13CABF3D-1AFD-4320-B3E1DA6DE75A12E9},{E60652E7-CA85-48DD-8AC30D761A48BAFE},rbdd,wild,36,45,NA
{1404B697-37CD-45A6-B067D0B81FCFF23D},{9B11DF24-C44F-41BF-8D26A8396AC20FA3},rbdd,wild,41,1,FALSE
{141A594A-3212-492B-988A1C859D89FD72},{BDA83F5E-06B1-4F7D-B631F4281B3336C2},rbdd,wild,53,1,FALSE
{143F55C5-DB48-4648-A67C5B4955A79CBA},{FE11CBB6-71AC-4D9A-94A6D05AFA96D7EA},rbdd,wild,41,3,FALSE
{14721D35-0BB0-4D4A-A84E8188021DFA0C},{00740A9F-AF3A-498E-BF2478957A524D70},rbdd,both,75,4,NA
{148772D4-6413-4D5F-8F28E3EEE9B67D1B},{CB0F5EC1-F54A-496A-BDAFC97AEFC7BEEB},rbdd,wild,37,46,NA
{14AE9DD5-882D-4EAF-944240EF91EE0AD4},{86222E92-1639-451B-A28DC79C1C1FDCB3},rbdd,wild,35,23,FALSE
{14C68D50-6B40-4B09-BD964548045CAFC7},{72AC7928-5D38-4C43-B68F42B81E31C97B},rbdd,both,70,3,NA
{14CD743B-2E31-4CFD-B4E55E523EDFD323},{2DBF558A-B678-4409-840D2C8C5DB1DC1F},rbdd,wild,34,26,FALSE
{14D0645F-D3D8-4853-B40F4D4D466408AC},{E90C46BF-98A3-40DE-955BAD18C39AED80},rbdd,wild,34,6,FALSE
{14E53353-D463-4351-8534EEB7E229DD8A},{5B6A3646-074D-41F9-B7A7D8ADE087B119},rbdd,wild,40,4,NA
{14FFA14C-F401-4832-98226958C1FDED32},{B04C9CAB-95C0-47E6-ACECCC94FDCB88E7},rbdd,wild,37,38,NA
{151010E7-9EF0-41A4-8E03E8E38DBAD506},{9ED036FA-E407-41DC-A932A6249A2FC973},rbdd,wild,36,44,NA
{151913D4-6714-494D-A81755FD7FAC342B},{2B989AC5-9F05-498D-99056395F320B31F},rbdd,wild,38,20,FALSE
{152B3697-8563-4269-8CDA0E33D0E7F175},{F2FB7B89-B909-47F6-983F42A6A111EF2E},rbdd,wild,40,14,NA
{1545DC19-44B9-4E3B-BD069D8751B6BE07},{A8FD2B42-1D96-4DA0-A2651D9F9A725B2E},rbdd,wild,35,17,FALSE
{1568819F-DE8B-4CC8-86DE6AA3A6B2A03C},{7B2109AF-EBA6-47BA-8F46F3CE6A542E37},rbdd,wild,39,9,FALSE
{157783BB-85D9-4D80-AC63B5F16B5D3512},{C01FD415-053D-49A0-B02289BFA607A6D8},rbdd,both,60,1,NA
{15AA473A-05FA-454C-B0D105E474C896EB},{0C74AEE2-1738-46EC-B0DAC00941EBDA26},rbdd,wild,54,2,FALSE
{15B34881-7112-4559-BD348D9F2FE1663E},{8DED69D6-580A-49D5-8D807035E6DC610D},rbdd,wild,37,22,FALSE
{15F7D291-358A-4E77-AB92DDD421547C03},{3F0CE0AA-51B2-4296-8BBF87B0830EFD46},rbdd,wild,37,39,NA
{1605C78C-15A3-4A35-B09BA3E6ED435153},{AE18ACED-F2A2-479D-BDCCC4316BFBAB99},rbdd,wild,44,1,NA
{1615D06B-6076-4785-9F5D59FF147C4A18},{573F6A56-7517-4524-871A1A3A49C8770C},rbdd,both,62,2,NA
{163E6ABA-D1A1-4585-A3A2D972BD3DF09F},{2C5519A4-D6C0-4A30-BBC310E13649E145},rbdd,wild,35,14,FALSE
{167DDB92-EF3D-41AA-8A424D4D4323527A},{72AC7928-5D38-4C43-B68F42B81E31C97B},rbdd,both,72,4,NA
{168213EC-2E48-4461-8E08575654CAC509},{597D399F-F484-4948-900504322E7CE202},rbdd,wild,38,11,FALSE
{16CADC08-D11E-4880-98612DE65893E4ED},{56DF61C4-FAA2-4D89-828AD45126F2469A},rbdd,wild,35,30,FALSE
{1707E75E-E883-4BF4-8C6882D1287EE9C7},{10CE2EE8-DB70-4113-A5C351826207EA5E},rbdd,wild,44,1,NA
{170DD6A4-3F6C-40D3-9D2C66B3A65182A8},{00740A9F-AF3A-498E-BF2478957A524D70},rbdd,both,67,5,NA
{17121DEB-8A73-4087-AA946F7BA6DAB697},{15427970-5922-4FC5-B88116292B69ECDF},rbdd,wild,44,1,NA
{17CDAFA8-9915-4B06-ADFD3B6E49E20BF4},{778A9E88-1880-4954-81A335635500E8B6},rbdd,wild,34,16,NA
{17E0C3F2-377D-449E-9BA2203C3F136AD7},{7BF235FF-8CEE-4EDA-B8CF0C0E3618B8F4},rbdd,both,66,4,NA
{17E6A881-ABBA-492E-8D83206E7806D1DE},{86222E92-1639-451B-A28DC79C1C1FDCB3},rbdd,wild,36,18,FALSE
{180240B0-B530-4EB6-B2E38AAF7FF173A4},{9DEF95D7-BD29-4BF3-809044225EEE72A9},rbdd,wild,34,36,FALSE
{180788A6-DB30-4251-B35646ED46D61E45},{2D979573-2C31-4241-A8FE09E471F95EA1},rbdd,wild,40,7,NA
{1810D8B9-F2F1-40C5-837F7BB99464028B},{573F6A56-7517-4524-871A1A3A49C8770C},rbdd,both,80,3,NA
{18222D3B-2B63-41F2-9CEDFAFE036C08EB},{E6005B76-BAF4-4DC5-9F5817F559226E39},rbdd,wild,40,5,FALSE
{185E15D9-9324-4953-81CBFDBB0A48A40B},{BDA83F5E-06B1-4F7D-B631F4281B3336C2},rbdd,wild,43,2,FALSE
{18CE9451-8E39-42D5-AF4C6172E4F11784},{A8440CFD-C8AC-46A3-89A2229EDC3A19FA},rbdd,wild,37,63,NA
{18D2897E-643F-419E-A04D4F9DC29B7BF1},{2B989AC5-9F05-498D-99056395F320B31F},rbdd,wild,43,2,FALSE
{18F8DA23-54E3-4425-8922D5487FF43A51},{2AE62B47-79B3-4BEC-85AECE80804B95F5},rbdd,both,72,2,NA
{191073C5-5704-422C-B922A4DAE4025586},{8DED69D6-580A-49D5-8D807035E6DC610D},rbdd,wild,36,10,FALSE
{1920BF74-0CE1-4A30-936CBDFDCDE1AAE6},{6414FAF5-5A41-4341-8F7223653F79BD7B},rbdd,wild,41,1,FALSE
{192147C4-9901-4C2B-AABE5967D42BAF63},{B80659C1-731C-44F0-93EAE5F59695E237},rbdd,wild,37,29,FALSE
{193D90E8-5EC2-4757-90E66F4492228B61},{0C74AEE2-1738-46EC-B0DAC00941EBDA26},rbdd,wild,44,6,FALSE
{1945A8A9-85DA-455A-A77C7BCFB0539CAB},{B69C0163-EF3A-4313-970D85B094483531},rbdd,wild,35,33,FALSE
{19598822-4460-4D5F-AF289FA2BBE1133A},{2316FA45-B221-4111-86CC05334A3CC281},rbdd,wild,42,2,FALSE
{1959C040-6031-40BC-A575E6E7B1DC4AD3},{CBC194E7-1270-42E3-97FED00BE2DFC355},rbdd,wild,64,3,NA
{195E4FC8-118F-44DF-88411862B795694D},{BDA83F5E-06B1-4F7D-B631F4281B3336C2},rbdd,wild,42,3,FALSE
{197D77FF-57D1-4524-9C81FE13B3C0221A},{4FDB1CED-02D7-42F5-A9066CE1EC13B3D0},rbdd,wild,35,10,FALSE
{1986025B-84AB-4B3D-A5E6173BEDA381BA},{6414FAF5-5A41-4341-8F7223653F79BD7B},rbdd,wild,38,22,FALSE
{198E1055-E584-4791-8CF115DCC73804E1},{B69C0163-EF3A-4313-970D85B094483531},rbdd,wild,38,13,FALSE
{19996D24-FF6E-4B2C-8972AC3B44D8ECA3},{E4EF9B38-624C-4169-8B0F4F61FFA35961},rbdd,wild,39,9,FALSE
{19BD0687-BDFC-4B3C-8C4305F54302565D},{4833A1DB-A8A1-4083-935D52B7A3B19BB9},rbdd,wild,38,17,NA
{19D9C008-6E50-428B-9CC51317DAFDED6F},{A81ACCB2-5180-43D3-8C986C4693880808},rbdd,wild,36,8,FALSE
{1A096F92-7040-4F4A-A2237FE0CA354228},{597D399F-F484-4948-900504322E7CE202},rbdd,wild,49,3,FALSE
{1A2A6A44-C655-45BA-A16843387F552C47},{3F0CE0AA-51B2-4296-8BBF87B0830EFD46},rbdd,wild,42,1,NA
{1A7C1AB9-02BF-47CE-8084E08063E9D00F},{597D399F-F484-4948-900504322E7CE202},rbdd,wild,35,56,FALSE
{1A7CDF90-6B40-427B-9649C3C2EE1CD245},{B37718B7-765D-4C27-B5F749BFE114D69A},rbdd,wild,32,2,FALSE
{1A87CA2C-9296-4FAE-9C0A192247B4FE16},{B2DB2666-D65D-41FC-B1E123454627D718},rbdd,wild,40,3,NA
{1AB51B3B-FCC0-4CA0-89999E04EF077817},{573F6A56-7517-4524-871A1A3A49C8770C},rbdd,both,79,4,NA
{1ACB4EBC-A93C-4101-B2A079EB925346C7},{5B5BD024-7330-44DD-A0CBAE1385E87709},rbdd,wild,37,30,NA
{1AD1C0C7-A198-4290-BF60C320DD5648F6},{CBC194E7-1270-42E3-97FED00BE2DFC355},rbdd,wild,78,2,NA
{1AF3A7FC-98D0-418D-9BD65B70A1139A1C},{A28DB4C3-93B9-4466-8070E99DDCA90EA5},rbdd,wild,44,1,FALSE
{1B18FB06-D5EB-43E9-9B465671EFFF5F57},{C01FD415-053D-49A0-B02289BFA607A6D8},rbdd,both,62,1,NA
{1B1FB214-4A8D-460B-A1E20DC6993779DE},{7BF235FF-8CEE-4EDA-B8CF0C0E3618B8F4},rbdd,both,89,1,NA
{1B317E0A-CF47-4520-94B280BC0F59BAAD},{7BF235FF-8CEE-4EDA-B8CF0C0E3618B8F4},rbdd,both,72,6,NA
{1BD4EC63-0559-4D31-80B061F8E1688461},{10CE2EE8-DB70-4113-A5C351826207EA5E},rbdd,wild,39,2,NA
{1C261E0F-0928-4D5E-AD88956EF5D836A6},{23458F02-23C0-43D7-B95C207D5639FA61},rbdd,wild,38,27,FALSE
{1C2C6FCE-7D97-4A8D-87EFFFAC70744ED1},{C65A8F2A-3B06-4D18-836681AA5785C280},rbdd,wild,34,10,FALSE
{1C33830D-0B23-49F5-83BEB52837DD0838},{DDCE68DE-C657-426F-B4DD932F64818999},rbdd,wild,41,2,NA
{1C4B495D-EB92-4D51-8FCD9634D63FB8A1},{DDCE68DE-C657-426F-B4DD932F64818999},rbdd,wild,33,1,NA
{1C533221-3E47-495B-BAAE90C250C364CB},{72AC7928-5D38-4C43-B68F42B81E31C97B},rbdd,both,59,3,NA
{1C8CAF9B-BC2E-4EF8-854968DC9A1F8A1F},{2316FA45-B221-4111-86CC05334A3CC281},rbdd,wild,48,1,FALSE
{1C920923-88CD-4F23-84BF61D05C1F108E},{6414FAF5-5A41-4341-8F7223653F79BD7B},rbdd,wild,40,4,FALSE
{1CB44FA2-6F88-4A6E-922701A7E8012FA1},{F94A2BE3-01AD-4106-AEAFDA999531F414},rbdd,wild,40,7,NA
{1CC0C81D-CAF5-46F2-B9B152E2390AAF99},{3F0CE0AA-51B2-4296-8BBF87B0830EFD46},rbdd,wild,39,8,NA
{1CD4093D-7E99-4FA8-B920726B64629879},{72AC7928-5D38-4C43-B68F42B81E31C97B},rbdd,both,80,5,NA
{1D1389BD-B125-46D1-872D5AE34EBB2E5C},{86222E92-1639-451B-A28DC79C1C1FDCB3},rbdd,wild,41,1,FALSE
{1D43677B-980E-4BAC-9563013FA6152472},{778A9E88-1880-4954-81A335635500E8B6},rbdd,wild,62,1,NA
{1D47398B-7C22-4D68-8B6985A494E418AF},{2B989AC5-9F05-498D-99056395F320B31F},rbdd,wild,52,2,FALSE
{1D4CF57E-E12A-4605-AB84ADD829C63604},{A4963E8F-74FA-4769-B5A47BA1AF5D218A},rbdd,wild,37,25,FALSE
{1D4DA2B3-ADA6-473C-859AD456809060A5},{A8440CFD-C8AC-46A3-89A2229EDC3A19FA},rbdd,wild,33,2,NA
{1D628B81-ACB6-4E51-BB401F03DF3D0AAF},{99A2DDC7-E76B-4157-A52B6551F095A4FA},rbdd,wild,36,40,NA
{1D7EAF98-E53E-4756-A54102E582E599DF},{BAB0E563-2D39-4B55-9B45DB5DCB63DB6A},rbdd,wild,38,17,NA
{1D85B8DD-9FCE-41EE-9D3A53B29D842375},{B04C9CAB-95C0-47E6-ACECCC94FDCB88E7},rbdd,wild,44,1,NA
{1DB1EF55-30C5-4FFC-BBC76732EBBD5E75},{0C74AEE2-1738-46EC-B0DAC00941EBDA26},rbdd,wild,57,1,FALSE
{1E1217D8-F5D3-4EC9-82487592C1731E01},{573F6A56-7517-4524-871A1A3A49C8770C},rbdd,both,67,6,NA
{1E126DD5-8C40-4102-90801CC97057EB8D},{0C74AEE2-1738-46EC-B0DAC00941EBDA26},rbdd,wild,51,2,FALSE
{1E29E265-027E-4B26-ADD0AA96A135737E},{7B2109AF-EBA6-47BA-8F46F3CE6A542E37},rbdd,wild,37,39,FALSE
{1E306BB9-96FA-4F04-A250CF9B5F553B51},{8DED69D6-580A-49D5-8D807035E6DC610D},rbdd,wild,41,1,FALSE
{1E591388-C5BD-459B-A5C6FDB3C9A9C8B9},{5BC7ED62-B346-42E5-87CD073FBDC41E86},rbdd,wild,55,2,FALSE
{1E6B11BE-F406-4D60-BD3189FF47A9B40C},{A51854CE-AD17-4597-AA27FA9FD10FFD63},rbdd,wild,47,2,FALSE
{1EA62B1A-AA0C-4305-AC33D581C3FFFF33},{6414FAF5-5A41-4341-8F7223653F79BD7B},rbdd,wild,37,23,FALSE
{1EC54A7B-F621-4D7A-84BB83222E214BF1},{2B0C5F95-CC4D-426A-A4F62E2B8004FFD1},rbdd,wild,63,1,FALSE
{1ED85AB1-EBB0-45DD-A662A6A026153C2F},{38F5FB0F-359B-46BC-B6F92FE02AA48D23},rbdd,wild,35,38,FALSE
{1EE5BC57-CBE1-4409-8AA0F1B178B724E6},{1C064EE3-4C92-4D41-B198C51C3D8D3201},rbdd,wild,40,3,NA
{1F288D1D-FFFF-4435-AA41B253AE04AAEA},{5BC7ED62-B346-42E5-87CD073FBDC41E86},rbdd,wild,34,7,FALSE
{1F350D93-224F-45B7-819036D49F9A8BEA},{1C064EE3-4C92-4D41-B198C51C3D8D3201},rbdd,wild,34,27,NA
{1F3CF292-B8DE-46A8-8E59356A2FF93F0D},{778A9E88-1880-4954-81A335635500E8B6},rbdd,wild,45,1,NA
{1F4FEC27-DAC2-4B4D-B572FDBEA73F049D},{A8FD2B42-1D96-4DA0-A2651D9F9A725B2E},rbdd,wild,40,3,FALSE
{1F7ACDEA-B7F4-4495-96E8AA8F66C63E0D},{BFDF344C-B30A-4848-BA10AD05FD6BD54C},rbdd,wild,34,8,FALSE
{20389CD4-3FAC-4C62-962DA56A04E475AF},{CB0F5EC1-F54A-496A-BDAFC97AEFC7BEEB},rbdd,wild,36,34,NA
{203ED142-DE24-4D3F-9F8F717F4E076AF8},{FBC1C221-F30E-4E4E-8DBBB9CE27EA4C3B},rbdd,wild,52,1,NA
{20649BE8-4136-4951-BFAE91A302EC223D},{FE11CBB6-71AC-4D9A-94A6D05AFA96D7EA},rbdd,wild,33,3,FALSE
{208C3EF6-25CD-4EA2-95A6361AF611405B},{A8FD2B42-1D96-4DA0-A2651D9F9A725B2E},rbdd,wild,41,1,FALSE
{209680B2-7EB8-4C4B-B44DD286AF546705},{0B4815E2-368B-4E67-A4062FCF31D5EB2E},rbdd,wild,34,6,FALSE
{20B16247-BFB3-45C4-8EB9D97280BA481A},{74446808-878D-4EF9-A14AA08ABCA5135A},rbdd,wild,41,1,FALSE
{20F4245B-2498-43D9-B7C07C5FA71A265D},{34BFF8F5-1341-4903-86DDCED89A766DAB},rbdd,wild,36,65,FALSE
{211C1B33-053D-4C17-8994270A8E376D73},{F2B11B69-B596-491A-ADDF546B3B9700C1},rbdd,wild,37,57,NA
{212663EE-5A43-4FD2-98E2E143A90ACF5C},{A51854CE-AD17-4597-AA27FA9FD10FFD63},rbdd,wild,37,15,FALSE
{2127DD96-2BCA-4E08-9981305BF6EF1A1A},{3F0CE0AA-51B2-4296-8BBF87B0830EFD46},rbdd,wild,55,1,NA
{213EBCC8-A4A6-4A18-95351AC92BA98098},{2D979573-2C31-4241-A8FE09E471F95EA1},rbdd,wild,37,33,NA
{214B94A7-26FF-4774-ACBD4B6FBA0F1FA1},{645AEEE4-1BEC-422C-89288CBEF39CD1F0},rbdd,wild,39,15,FALSE
{216E6C6C-B27B-41AB-9B7390C87D9EF2F6},{FEFAE3DB-81D3-48EA-8B3FDC613E468218},rbdd,wild,41,5,FALSE
{217D6539-42B9-4ED6-A884E6A9EE1628D2},{15427970-5922-4FC5-B88116292B69ECDF},rbdd,wild,57,1,NA
{219E9DF8-A524-4A6D-A0D679E26D44A204},{043D5818-D7E8-4468-BA11EC1A39423C1C},rbdd,wild,37,20,FALSE
{21A88E31-EBBC-46D7-8A9AE6C38B473A21},{56DF61C4-FAA2-4D89-828AD45126F2469A},rbdd,wild,38,21,FALSE
{222830FF-608F-42CD-A594C5293022E84E},{BAB0E563-2D39-4B55-9B45DB5DCB63DB6A},rbdd,wild,35,49,NA
{22E94233-1DC4-431B-83498A57549729A9},{2C5519A4-D6C0-4A30-BBC310E13649E145},rbdd,wild,36,19,FALSE
{22E95CD6-C7B1-4C01-9BC5BAA6BA778F89},{2C51CAEF-C584-4729-87CCFB946E2CE48D},rbdd,wild,37,26,FALSE
{2358C5CF-6AA4-4966-86675484B22AF68D},{D19EB19F-6B54-4EE8-800FA75C73083BE2},rbdd,wild,39,1,FALSE
{2358DFD6-E9DF-4DE7-929BBDF910F34468},{BDA83F5E-06B1-4F7D-B631F4281B3336C2},rbdd,wild,40,3,FALSE
{2419CF8C-FA13-4A07-9BC7B65275C42AAE},{573F6A56-7517-4524-871A1A3A49C8770C},rbdd,both,86,2,NA
{24717B22-A56F-4BBC-828401F0EC022C49},{99A2DDC7-E76B-4157-A52B6551F095A4FA},rbdd,wild,34,14,NA
{24A91706-5410-4845-A99BD59F6A7727EB},{B05215DF-1B6C-4A6B-AC7A227CE65E60FE},rbdd,wild,85,7,NA
{24ACD375-839A-4E52-8756FF168D59364E},{2AE62B47-79B3-4BEC-85AECE80804B95F5},rbdd,both,62,2,NA
{24E4ABAD-C9D7-415E-8BDC9CAD1E454740},{CAA3AF53-18FD-4B9C-854E2B628948B371},rbdd,wild,38,6,FALSE
{24FB0F90-90A1-480C-8F3A7D0384FBDB5A},{97E1B4AB-BE32-475A-BA19C19B7408D5B3},rbdd,wild,35,15,FALSE
{253D35DE-F8AD-4891-8F263A671A79C4ED},{A8440CFD-C8AC-46A3-89A2229EDC3A19FA},rbdd,wild,39,8,NA
{254FE91F-D629-4081-8063C13CDEA08637},{7B2109AF-EBA6-47BA-8F46F3CE6A542E37},rbdd,wild,41,1,FALSE
{2551A802-1694-41CC-9BB66D42DCD1F9B1},{86222E92-1639-451B-A28DC79C1C1FDCB3},rbdd,wild,33,1,FALSE
{25843D4E-51A5-4BB8-835F2FAE17D30421},{043D5818-D7E8-4468-BA11EC1A39423C1C},rbdd,wild,36,5,FALSE
{2597D957-24BE-46A1-ABACAC1E81AEB917},{2B0C5F95-CC4D-426A-A4F62E2B8004FFD1},rbdd,wild,52,16,FALSE
{25B43443-11BC-4E10-8046CFD4D5189666},{00740A9F-AF3A-498E-BF2478957A524D70},rbdd,both,99,3,NA
{25C6BA21-F37B-4F8B-9EE301CDADB5362E},{A4BABFA5-EA66-4714-98C053E83F4821EE},rbdd,wild,34,15,FALSE
{25CF45CE-2D2D-487A-83C9919F2373FB85},{2B0C5F95-CC4D-426A-A4F62E2B8004FFD1},rbdd,wild,38,2,FALSE
{25E83D2B-889A-44F8-8C9FFEA6EC5521BD},{5407217F-DC03-42CF-B9664FA71476B986},rbdd,wild,39,16,NA
{260141B1-7ABD-4860-9E074CC27C9DF45F},{47FCBC9E-C8DD-4585-845B97B7481D7AC1},rbdd,wild,38,12,FALSE
{2601D9F7-EE58-4F7E-8190F68BC8A94C74},{56DF61C4-FAA2-4D89-828AD45126F2469A},rbdd,wild,39,7,FALSE
{264F570C-9BB4-4CF6-9647389DBB65DFBA},{947EA871-7949-4229-9C5DCAFA4D94773E},rbdd,wild,36,38,FALSE
{26AAA180-8716-4CDD-AE8D44D01C47BC8A},{2AE62B47-79B3-4BEC-85AECE80804B95F5},rbdd,both,66,6,NA
{26B43A34-3F9F-4206-BC0E70A8BA2A7D10},{38F17844-4C6A-4DE1-9B02EA847834CFB4},rbdd,wild,34,13,FALSE
{26C8552D-7110-4C75-B45465914C831B43},{3378A125-511A-4FE3-B67B393CAF3250EE},rbdd,wild,40,2,FALSE
{26FF3A6A-5734-4AAB-A33E6AE389DF9621},{AE18ACED-F2A2-479D-BDCCC4316BFBAB99},rbdd,wild,34,61,NA
{270454A3-48C7-4A61-A2A20CC0E6CAC65A},{6CDADB9E-3620-4C56-92960C77FAFB2469},rbdd,wild,33,7,FALSE
{27289E2C-0E51-4044-B7A558B14DEDEA06},{B2DB2666-D65D-41FC-B1E123454627D718},rbdd,wild,39,10,NA
{2746C048-1B42-47A1-AC31137B1C3CE6C2},{B04C9CAB-95C0-47E6-ACECCC94FDCB88E7},rbdd,wild,35,10,NA
{2771144D-2160-4425-BEFC37B6851FFC4D},{573F6A56-7517-4524-871A1A3A49C8770C},rbdd,both,71,10,NA
{27740694-58EC-4928-89819E54120CAF6A},{8C327390-90E4-4CBD-AADD794796F5E6CC},rbdd,wild,42,1,NA
{28507CE1-B0AD-4035-9783CDFB616484B3},{EA9AFD4E-92A7-4205-866C7B209F97080B},rbdd,wild,42,1,FALSE
{28CE94E9-1066-4058-A7C6108D1E6F940E},{99A2DDC7-E76B-4157-A52B6551F095A4FA},rbdd,wild,38,44,NA
{28D02050-8777-4B8D-9C139E30ADE008AE},{23458F02-23C0-43D7-B95C207D5639FA61},rbdd,wild,34,4,FALSE
{29055AB5-7AA6-46F3-90CE6C7D6D4DE6FE},{4FDB1CED-02D7-42F5-A9066CE1EC13B3D0},rbdd,wild,40,2,FALSE
{29459DC9-0A87-4441-85F87C67B533C034},{15427970-5922-4FC5-B88116292B69ECDF},rbdd,wild,38,26,NA
{2949D61B-2492-4055-A1EBABCACAF08254},{1DD63BF5-8084-4079-92DBC4583AEEFFA0},rbdd,wild,33,2,FALSE
{294ECD41-2C03-479A-BF6598A0E49326CE},{5DD28918-5D02-4305-BDF539C55B324D86},rbdd,wild,37,27,FALSE
{29AA5D8B-04F4-4605-BF40BD58EA6699E3},{5407217F-DC03-42CF-B9664FA71476B986},rbdd,wild,41,1,NA
{2A00FC42-BF7D-4F62-B7E949AA1D72D51E},{F2B11B69-B596-491A-ADDF546B3B9700C1},rbdd,wild,33,1,NA
{2A18AB6D-2B15-478F-AEA4C657ACAD2D93},{10CE2EE8-DB70-4113-A5C351826207EA5E},rbdd,wild,67,11,NA
{2A3D2315-5B55-4277-B5A669235AA77F04},{3378A125-511A-4FE3-B67B393CAF3250EE},rbdd,wild,37,31,FALSE
{2AB643E9-A908-4D4E-ACD92C52473781DB},{2DBF558A-B678-4409-840D2C8C5DB1DC1F},rbdd,wild,40,1,FALSE
{2ACBF81B-6F93-4013-ABC89F04D18F6812},{C01FD415-053D-49A0-B02289BFA607A6D8},rbdd,both,63,2,NA
{2AD8306C-4A6E-4343-A9D2F012EED9A3A7},{86222E92-1639-451B-A28DC79C1C1FDCB3},rbdd,wild,34,8,FALSE
{2B83F961-232C-479D-AE245FCBA4866E3A},{3609F626-DD26-49CE-A717C8F3D032877B},rbdd,wild,34,30,FALSE
{2BB03830-7774-4E6B-9450C3D4A2BE0121},{2B0C5F95-CC4D-426A-A4F62E2B8004FFD1},rbdd,wild,57,3,FALSE
{2BB861EC-4468-45F5-B510305E729E031E},{0B4815E2-368B-4E67-A4062FCF31D5EB2E},rbdd,wild,37,44,FALSE
{2BD293DB-5464-48EF-BC6EE53F8D6963FC},{4FBB5F88-B213-4CAF-808A23A297922C94},rbdd,wild,38,10,NA
{2BD7A9D8-7DDF-4FA4-9B8183322048C536},{38F5FB0F-359B-46BC-B6F92FE02AA48D23},rbdd,wild,49,1,FALSE
{2C46836E-2398-4BC7-AE1B38B52C1FDBE6},{DEEFF6C7-2206-4219-A579DBE9A25F06EB},rbdd,wild,41,1,NA
{2C7FFDE3-B4B3-4B82-90821583B31B359F},{8630493B-9F58-455D-A7C30517D7FFFD82},rbdd,wild,40,3,NA
{2C845FC2-1F00-4C63-B1E0115B91767EFC},{C65A8F2A-3B06-4D18-836681AA5785C280},rbdd,wild,46,1,FALSE
{2CA163FA-EF92-413A-B0134A05ECAA4E9F},{3F0CE0AA-51B2-4296-8BBF87B0830EFD46},rbdd,wild,47,1,NA
{2CA35FA5-74E4-4725-875401B3E4EA1B9E},{573F6A56-7517-4524-871A1A3A49C8770C},rbdd,both,63,2,NA
{2CCE4C78-6F32-49B4-A3B3B047B6102FBF},{A51854CE-AD17-4597-AA27FA9FD10FFD63},rbdd,wild,45,1,FALSE
{2CD06963-AAA1-4D3E-9CE94D12D17220DF},{1DD63BF5-8084-4079-92DBC4583AEEFFA0},rbdd,wild,38,9,FALSE
{2CE565BC-CA47-4D64-9715AF433D460609},{2B989AC5-9F05-498D-99056395F320B31F},rbdd,wild,44,4,FALSE
{2CE74C8F-675C-443B-A432E0EDAD00D919},{10CE2EE8-DB70-4113-A5C351826207EA5E},rbdd,wild,49,1,NA
{2CFFA965-5604-4AF4-8714CD5551BBF0C7},{1FBF2683-CF74-4170-8C6CCA734DB99F02},rbdd,wild,33,1,FALSE
{2D28B984-BD14-4164-BDFD40D73F29F415},{B05215DF-1B6C-4A6B-AC7A227CE65E60FE},rbdd,wild,57,1,NA
{2D4ED27E-88C3-4E62-AB88D1500A02E9B6},{4833A1DB-A8A1-4083-935D52B7A3B19BB9},rbdd,wild,39,5,NA
{2D99A141-39A0-4847-9312BE2710C0331F},{47FCBC9E-C8DD-4585-845B97B7481D7AC1},rbdd,wild,34,7,FALSE
{2DDC852A-8C71-4347-8593E0BBBC8ADF43},{15427970-5922-4FC5-B88116292B69ECDF},rbdd,wild,37,49,NA
{2DE1AD69-B6B8-4EDE-A6FE5AAB15D9A02A},{2AE62B47-79B3-4BEC-85AECE80804B95F5},rbdd,both,67,5,NA
